position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes,chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy,blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,accurate_long_balls,dispossessed,xG_Non_penalty,tackles_won,clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won,aerial_duels_won,was_fouled,fouls_commited,successful_dribbles,penalties_won,big_chances_missed,accurate_crosses
Keeper,GK,Robert Sánchez,0,False,6.2,2,90,True,0,0,,0,0,0,71,0,0,0,0,0,0,0,51,0,0,29,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Reece James,1,True,7.4,4,64,False,0,1,64,0,0,2,82,2,0.09,0.26,0.03,0.12,100,1,49,3,3,75,1,0.09,60,1,1,6,1,2,7,3,67,100,1,0,0,0,0,0
Defender,CB,Axel Disasi,1,False,5.9,0,90,False,0,0,,0,0,0,94,0,0,0,0,0,0,0,82,0,2,50,1,0,100,7,3,9,5,0,1,2,50,0,0,0,0,0,0,0
Defender,CB,Thiago Silva,1,False,7.0,6,90,False,1,0,,0,0,1,93,0,0.07,0.14,0,0.07,100,0,61,1,3,50,0,0.07,0,1,0,3,4,1,1,1,50,0,1,0,0,0,0,0
Defender,LB,Marc Cucurella,1,False,6.1,-1,90,False,0,0,,1,0,0,84,1,0,0,0.01,0.01,0,0,59,0,2,50,0,0,75,2,0,10,2,2,6,4,60,0,2,2,0,0,0,0
Midfielder,DM,Moisés Caicedo,2,False,6.1,1,89,False,0,0,90,1,0,1,88,2,0.03,0,0.01,0.04,0,1,39,0,1,100,0,0.03,100,1,1,5,6,1,2,4,33,0,0,3,100,0,0,0
Midfielder,DM,Enzo Fernández,2,False,6.3,2,64,False,0,0,64,0,0,1,85,0,0.04,0,0.01,0.05,0,1,52,0,5,50,1,0.04,100,1,0,2,4,2,4,3,57,0,2,0,100,0,0,0
Midfielder,RW,Cole Palmer,4,False,7.8,6,90,False,1,0,,1,0,3,79,1,1.31,1.92,0.04,1.35,100,1,52,4,7,100,1,0.52,100,1,0,2,4,1,3,4,50,0,1,0,50,0,1,0
Midfielder,AM,Conor Gallagher,4,False,8.0,8 + 2,90,False,0,1,,0,0,3,95,2,0.1,0.13,0.1,0.2,67,0,61,1,4,75,0,0.1,67,0,0,8,6,1,6,6,50,0,2,5,100,0,0,100
Midfielder,LW,Raheem Sterling,4,False,8.1,6,90,False,1,0,,1,0,2,60,1,0.45,0.95,0.14,0.59,50,0,55,4,1,0,0,0.45,0,1,1,8,8,2,10,12,48,0,3,3,40,0,0,0
Attacker,ST,Nicolas Jackson,5,False,7.6,5,89,False,1,0,90,1,0,3,50,0,0.68,0.7,0.01,0.69,100,1,23,4,1,0,1,0.68,0,1,1,1,1,0,2,3,25,100,0,0,33,0,0,0
Attacker,ST,Erling Haaland,5,False,9.3,13 + 3,90,False,2,1,,0,0,4,91,3,2.03,2.34,0.03,2.06,75,0,21,9,1,100,0,1.24,0,0,0,2,2,0,3,2,50,100,2,2,0,1,2,0
Midfielder,LW,Jérémy Doku,4,False,6.6,0,59,False,0,0,59,1,0,1,71,0,0.09,0.08,0.07,0.16,100,0,30,11,0,0,2,0.09,100,0,0,3,1,1,6,6,50,0,0,1,57,0,0,0
Midfielder,AM,Bernardo Silva,4,False,7.7,5 + 2,90,False,0,1,,0,0,0,92,2,0,0,0.18,0.18,0,0,69,5,4,100,1,0,50,0,0,3,6,1,3,3,50,0,0,1,100,0,0,17
Midfielder,AM,Julián Álvarez,4,False,7.2,5,79,False,0,1,79,0,0,2,89,2,0.15,0.12,0.09,0.24,100,1,50,8,2,100,2,0.15,0,0,0,1,1,0,1,3,25,0,0,1,100,0,0,29
Midfielder,RW,Phil Foden,4,False,7.7,2,90,False,0,0,,0,0,3,91,1,0.17,0.51,0.14,0.31,67,0,61,5,2,0,1,0.17,100,0,0,4,6,1,8,7,53,0,2,0,50,0,0,100
Midfielder,DM,Manuel Akanji,2,False,8.0,6,90,False,1,0,,0,0,1,93,0,0.29,0.29,0.02,0.31,100,0,73,1,9,60,1,0.29,50,2,1,8,5,0,3,1,75,0,1,0,0,0,0,0
Midfielder,DM,Rodri,2,False,8.3,6,90,False,1,0,,1,0,1,88,3,0.03,0.16,0.09,0.12,100,0,91,1,7,80,1,0.03,0,0,0,7,9,3,4,7,36,0,2,3,100,0,0,0
Defender,CB,Josko Gvardiol,1,False,6.0,0,90,False,0,0,,0,0,1,94,0,0.01,0.03,0.02,0.03,100,0,76,1,10,100,1,0.01,33,0,0,6,7,0,5,3,67,50,1,1,0,0,0,0
Defender,CB,Ruben Dias,1,False,6.3,0,90,False,0,0,,0,0,0,90,0,0,0,0.07,0.07,0,0,99,0,9,50,0,0,100,8,3,11,3,2,3,5,33,50,1,2,0,0,0,100
Defender,CB,Kyle Walker,1,True,6.8,0,90,False,0,0,,0,0,1,83,1,0.07,0,0.02,0.09,0,0,70,1,5,0,0,0.07,33,2,0,9,5,1,4,5,44,0,1,3,0,0,0,0
Keeper,GK,Ederson Moraes,0,False,7.4,1,90,True,0,0,,0,0,0,92,0,0,0,0,0,0,0,51,0,0,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Robert Sánchez,0,False,6.2,2,90,True,0,0,,0,0,0,71,0,0,0,0,0,0,0,51,0,0,29,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Reece James,1,True,7.4,4,64,False,0,1,64,0,0,2,82,2,0.09,0.26,0.03,0.12,100,1,49,3,3,75,1,0.09,60,1,1,6,1,2,7,3,67,100,1,0,0,0,0,0
Defender,CB,Axel Disasi,1,False,5.9,0,90,False,0,0,,0,0,0,94,0,0,0,0,0,0,0,82,0,2,50,1,0,100,7,3,9,5,0,1,2,50,0,0,0,0,0,0,0
Defender,CB,Thiago Silva,1,False,7.0,6,90,False,1,0,,0,0,1,93,0,0.07,0.14,0,0.07,100,0,61,1,3,50,0,0.07,0,1,0,3,4,1,1,1,50,0,1,0,0,0,0,0
Defender,LB,Marc Cucurella,1,False,6.1,-1,90,False,0,0,,1,0,0,84,1,0,0,0.01,0.01,0,0,59,0,2,50,0,0,75,2,0,10,2,2,6,4,60,0,2,2,0,0,0,0
Midfielder,DM,Moisés Caicedo,2,False,6.1,1,89,False,0,0,90,1,0,1,88,2,0.03,0,0.01,0.04,0,1,39,0,1,100,0,0.03,100,1,1,5,6,1,2,4,33,0,0,3,100,0,0,0
Midfielder,DM,Enzo Fernández,2,False,6.3,2,64,False,0,0,64,0,0,1,85,0,0.04,0,0.01,0.05,0,1,52,0,5,50,1,0.04,100,1,0,2,4,2,4,3,57,0,2,0,100,0,0,0
Midfielder,RW,Cole Palmer,4,False,7.8,6,90,False,1,0,,1,0,3,79,1,1.31,1.92,0.04,1.35,100,1,52,4,7,100,1,0.52,100,1,0,2,4,1,3,4,50,0,1,0,50,0,1,0
Midfielder,AM,Conor Gallagher,4,False,8.0,8 + 2,90,False,0,1,,0,0,3,95,2,0.1,0.13,0.1,0.2,67,0,61,1,4,75,0,0.1,67,0,0,8,6,1,6,6,50,0,2,5,100,0,0,100
Midfielder,LW,Raheem Sterling,4,False,8.1,6,90,False,1,0,,1,0,2,60,1,0.45,0.95,0.14,0.59,50,0,55,4,1,0,0,0.45,0,1,1,8,8,2,10,12,48,0,3,3,40,0,0,0
Attacker,ST,Nicolas Jackson,5,False,7.6,5,89,False,1,0,90,1,0,3,50,0,0.68,0.7,0.01,0.69,100,1,23,4,1,0,1,0.68,0,1,1,1,1,0,2,3,25,100,0,0,33,0,0,0
Attacker,ST,Erling Haaland,5,False,9.3,13 + 3,90,False,2,1,,0,0,4,91,3,2.03,2.34,0.03,2.06,75,0,21,9,1,100,0,1.24,0,0,0,2,2,0,3,2,50,100,2,2,0,1,2,0
Midfielder,LW,Jérémy Doku,4,False,6.6,0,59,False,0,0,59,1,0,1,71,0,0.09,0.08,0.07,0.16,100,0,30,11,0,0,2,0.09,100,0,0,3,1,1,6,6,50,0,0,1,57,0,0,0
Midfielder,AM,Bernardo Silva,4,False,7.7,5 + 2,90,False,0,1,,0,0,0,92,2,0,0,0.18,0.18,0,0,69,5,4,100,1,0,50,0,0,3,6,1,3,3,50,0,0,1,100,0,0,17
Midfielder,AM,Julián Álvarez,4,False,7.2,5,79,False,0,1,79,0,0,2,89,2,0.15,0.12,0.09,0.24,100,1,50,8,2,100,2,0.15,0,0,0,1,1,0,1,3,25,0,0,1,100,0,0,29
Midfielder,RW,Phil Foden,4,False,7.7,2,90,False,0,0,,0,0,3,91,1,0.17,0.51,0.14,0.31,67,0,61,5,2,0,1,0.17,100,0,0,4,6,1,8,7,53,0,2,0,50,0,0,100
Midfielder,DM,Manuel Akanji,2,False,8.0,6,90,False,1,0,,0,0,1,93,0,0.29,0.29,0.02,0.31,100,0,73,1,9,60,1,0.29,50,2,1,8,5,0,3,1,75,0,1,0,0,0,0,0
Midfielder,DM,Rodri,2,False,8.3,6,90,False,1,0,,1,0,1,88,3,0.03,0.16,0.09,0.12,100,0,91,1,7,80,1,0.03,0,0,0,7,9,3,4,7,36,0,2,3,100,0,0,0
Defender,CB,Josko Gvardiol,1,False,6.0,0,90,False,0,0,,0,0,1,94,0,0.01,0.03,0.02,0.03,100,0,76,1,10,100,1,0.01,33,0,0,6,7,0,5,3,67,50,1,1,0,0,0,0
Defender,CB,Ruben Dias,1,False,6.3,0,90,False,0,0,,0,0,0,90,0,0,0,0.07,0.07,0,0,99,0,9,50,0,0,100,8,3,11,3,2,3,5,33,50,1,2,0,0,0,100
Defender,CB,Kyle Walker,1,True,6.8,0,90,False,0,0,,0,0,1,83,1,0.07,0,0.02,0.09,0,0,70,1,5,0,0,0.07,33,2,0,9,5,1,4,5,44,0,1,3,0,0,0,0
Keeper,GK,Ederson Moraes,0,False,7.4,1,90,True,0,0,,0,0,0,92,0,0,0,0,0,0,0,51,0,0,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Sam Johnstone,0,False,4.7,1,90,True,0,0,,0,0,0,81,0,0,0,0,0,0,0,31,0,0,44,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Joel Ward,1,True,6.5,1,90,False,0,0,,0,0,1,86,2,0.06,0,0.04,0.1,0,0,82,2,9,0,1,0.06,0,4,3,5,2,0,7,4,67,63,0,0,100,0,0,33
Defender,CB,Joachim Andersen,1,False,6.4,1,90,False,0,0,,0,0,0,94,0,0,0,0.02,0.02,0,0,134,1,19,81,0,0,100,7,3,11,3,0,2,1,100,50,0,0,0,0,0,0
Defender,CB,Marc Guehi,1,False,7.0,1,90,False,0,0,,0,0,0,90,0,0,0,0.01,0.01,0,0,141,0,14,57,1,0,50,7,4,13,11,0,11,6,60,71,3,3,100,0,0,0
Defender,LB,Tyrick Mitchell,1,False,6.3,1,90,False,0,0,,0,0,0,80,0,0,0,0.08,0.08,0,0,82,0,7,25,1,0,60,3,1,9,5,1,6,2,71,100,0,0,0,0,0,0
Midfielder,DM,Will Hughes,2,False,5.9,2,89,False,0,0,89,0,0,0,82,0,0,0,0.35,0.35,0,0,66,6,0,100,2,0,33,0,0,3,6,1,5,3,63,0,1,0,100,0,0,100
Midfielder,DM,Jefferson Lerma,2,False,8.5,5 + 3,90,False,0,1,,0,0,2,88,4,0.15,0,0.45,0.6,0,1,115,4,14,57,0,0.15,0,2,1,8,13,0,13,3,100,73,4,0,0,0,0,0
Midfielder,RW,Jordan Ayew,4,False,6.8,2,90,False,0,0,,0,0,0,88,0,0,0,0.03,0.03,0,0,65,4,0,100,2,0,0,1,1,2,6,1,7,6,54,0,4,1,50,0,0,0
Midfielder,AM,Eberechi Eze,4,False,8.4,6,90,False,1,0,,1,0,2,84,2,0.85,1.04,0.07,0.92,100,0,63,11,3,100,3,0.06,40,0,0,8,5,2,12,9,60,0,4,3,75,1,0,0
Midfielder,LW,Jeffrey Schlupp,4,False,6.7,2,67,False,0,0,67,0,0,0,83,1,0,0,0.01,0.01,0,0,34,3,1,0,1,0,100,1,1,4,1,0,4,4,50,50,0,1,100,0,0,0
Attacker,ST,Odsonne Edouard,5,False,6.9,6,83,False,1,0,83,0,0,6,88,1,0.96,1.07,0.06,1.02,100,4,36,15,1,100,5,0.96,0,0,0,1,3,0,2,9,13,33,0,1,50,0,0,0
Attacker,ST,Dominic Calvert-Lewin,5,False,5.8,2,77,False,0,0,77,0,0,0,58,1,0,0,0.05,0.05,0,0,20,4,2,0,2,0,0,0,0,2,1,1,4,16,0,27,0,2,0,0,0,0
Midfielder,AM,Abdoulaye Doucouré,4,False,7.7,9 + 2,90,False,1,0,,1,0,1,79,0,0.72,0.14,0.02,0.74,100,0,37,3,1,50,0,0.72,100,2,0,6,4,1,1,10,17,0,0,3,0,0,0,0
Midfielder,LM,Dwight McNeil,3,False,6.7,2,90,False,0,0,,0,0,1,86,0,0.03,0.03,0.08,0.11,100,0,49,2,6,40,1,0.03,33,1,1,5,3,2,3,7,38,0,0,0,0,0,0,29
Midfielder,CM,Amadou Onana,3,False,6.4,0,45,False,0,0,46,1,0,0,100,0,0,0,0.01,0.01,0,0,23,0,2,100,1,0,0,0,0,0,3,1,1,2,33,0,1,0,0,0,0,0
Midfielder,CM,James Garner,3,False,7.6,1,90,False,0,0,,1,0,1,82,0,0.05,0,0.01,0.06,0,0,52,0,6,0,0,0.05,33,3,0,10,6,2,7,5,58,0,2,3,100,0,0,0
Midfielder,RM,Jack Harrison,3,False,7.1,5,90,False,0,1,,0,0,0,63,2,0,0,0.39,0.39,0,0,39,3,1,0,6,0,100,2,0,6,3,0,3,10,23,0,1,2,33,0,0,67
Defender,LB,Vitalii Mykolenko,1,False,8.6,9,90,False,1,0,,1,0,3,72,0,0.54,0.73,0.06,0.6,50,1,60,2,4,25,0,0.54,67,5,3,13,5,1,5,4,50,100,0,3,100,0,0,0
Defender,CB,Jarrad Branthwaite,1,False,7.1,1,90,False,0,0,,0,0,0,75,0,0,0,0,0,0,0,45,0,8,25,0,0,0,8,4,13,7,1,5,3,50,75,1,1,0,0,0,0
Defender,CB,James Tarkowski,1,True,7.4,1,90,False,0,0,,0,0,0,71,0,0,0,0.01,0.01,0,0,55,3,9,57,1,0,60,8,6,18,1,1,10,3,78,75,1,0,100,0,0,0
Defender,RB,Ashley Young,1,False,7.2,1,89,False,0,0,90,0,0,0,67,1,0,0,0.03,0.03,0,0,62,0,14,31,0,0,0,2,1,6,4,0,1,2,100,0,0,0,0,0,0,17
Keeper,GK,Jordan Pickford,0,False,7.0,2,90,True,0,0,,0,0,0,50,0,0,0,0,0,0,0,44,0,0,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Alisson Becker,0,False,7.4,7,90,True,0,0,,0,0,0,59,0,0,0,0,0,0,0,39,0,0,39,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Trent Alexander-Arnold,1,False,7.6,6 + 1,89,False,0,0,90,0,0,0,78,2,0,0,0.27,0.27,0,0,84,0,10,40,0,0,0,1,0,2,5,1,2,1,50,100,0,0,100,0,0,17
Defender,CB,Joel Matip,1,False,7.4,5,90,False,0,0,,1,0,1,83,1,0.03,0,0.01,0.04,0,1,59,4,5,80,0,0.03,50,3,2,9,6,0,7,6,50,57,1,3,0,0,0,0
Defender,CB,Virgil van Dijk,1,True,7.8,6,90,False,0,0,,0,0,1,89,0,0.07,0.05,0.01,0.08,100,0,74,2,6,100,0,0.07,33,4,2,10,3,0,10,2,80,86,1,1,0,0,0,0
Defender,LB,Konstantinos Tsimikas,1,False,8.8,12 + 3,90,False,0,2,,0,0,1,85,3,0.03,0,0.33,0.36,0,0,74,4,4,100,1,0.03,50,1,0,4,7,2,5,6,40,100,1,1,33,0,0,30
Midfielder,CM,Dominik Szoboszlai,3,False,7.4,3,89,False,0,0,90,0,0,2,88,2,0.07,0.09,0.04,0.11,50,0,73,0,3,75,0,0.07,0,1,1,4,9,1,1,7,0,50,0,3,0,0,0,0
Midfielder,CM,Wataru Endo,3,False,6.7,3,90,False,0,0,,0,0,0,86,0,0,0,0.03,0.03,0,0,67,0,10,100,2,0,100,4,4,9,4,2,3,11,11,40,0,4,0,0,0,0
Midfielder,CM,Cody Gakpo,3,False,7.4,2,83,False,0,0,83,0,0,2,91,0,0.06,0.03,0.04,0.1,50,0,46,3,3,100,0,0.06,0,0,0,3,6,1,4,5,57,0,1,1,67,0,0,0
Attacker,ST,Mohamed Salah,5,False,8.9,13 + 3,90,False,2,0,,0,0,3,72,1,1.04,1.2,0.21,1.25,67,0,66,9,9,50,1,1.04,0,0,0,0,3,0,1,2,33,0,1,0,0,0,1,0
Attacker,ST,Darwin Nunez,5,False,7.9,5,90,False,0,1,,0,0,3,88,2,0.22,0.35,0.11,0.33,100,0,41,3,1,0,1,0.22,100,1,1,3,1,1,4,6,40,40,1,0,0,0,0,0
Attacker,ST,Diogo Jota,5,False,8.2,8,84,False,1,0,83,0,0,3,80,2,0.18,0.44,0.04,0.22,100,2,39,5,2,0,0,0.18,0,1,0,3,2,1,6,7,67,29,3,1,100,0,0,0
Attacker,ST,Yoane Wissa,5,False,6.6,2,72,False,0,0,72,0,0,1,79,0,0.14,0,0.01,0.15,0,0,23,3,1,0,0,0.14,0,1,0,1,4,0,6,2,80,67,3,0,50,0,0,0
Attacker,ST,Bryan Mbeumo,5,False,6.5,2,90,False,0,0,,0,0,3,85,3,0.55,0.59,0.37,0.92,33,0,53,7,2,0,5,0.55,0,2,1,5,6,0,5,10,42,0,3,3,100,0,1,38
Midfielder,CM,Vitaly Janelt,3,False,6.7,1,45,False,0,0,46,0,0,0,89,1,0,0,0.01,0.01,0,0,17,0,1,100,0,0,67,1,0,4,2,0,4,0,100,0,1,0,0,0,0,0
Midfielder,CM,Christian Nørgaard,3,True,7.4,1,90,False,0,0,,1,0,2,77,2,0.25,0,0.28,0.53,0,1,67,5,5,0,0,0.25,0,2,1,8,8,1,8,5,67,57,2,3,100,0,0,0
Midfielder,CM,Mathias Jensen,3,False,6.6,2,72,False,0,0,72,0,0,1,67,1,0.06,0.23,0.03,0.09,100,0,29,0,5,67,0,0.06,0,2,0,5,2,3,1,5,17,0,0,1,50,0,0,0
Defender,LB,Kristoffer Ajer,1,False,6.1,0,90,False,0,0,,1,0,0,65,2,0,0,0.03,0.03,0,0,41,3,5,50,2,0,50,1,0,8,1,0,7,5,60,50,1,2,100,0,0,0
Defender,CB,Ben Mee,1,False,5.8,1,90,False,0,0,,0,0,1,63,1,0.11,0,0.24,0.35,0,1,43,3,2,40,0,0.11,100,4,2,6,4,0,2,5,100,17,0,0,0,0,0,100
Defender,CB,Ethan Pinnock,1,False,6.7,1,90,False,0,0,,0,0,2,88,0,0.28,0.23,0.01,0.29,50,0,65,5,4,57,0,0.28,100,6,2,11,6,0,8,3,100,67,0,0,100,0,1,0
Defender,CB,Nathan Collins,1,False,6.4,1,90,False,0,0,,0,0,1,85,1,0.1,0,0.05,0.15,0,0,67,2,2,0,1,0.1,50,6,6,12,4,0,4,4,50,50,0,1,0,0,0,0
Defender,RB,Mads Roerslev,1,False,5.6,1,72,False,0,0,72,0,0,1,67,0,0.03,0,0,0.03,0,0,23,0,3,0,0,0.03,0,3,1,5,1,0,1,3,33,0,1,2,0,0,0,0
Keeper,GK,Mark Flekken,0,False,7.2,3,90,True,0,0,,0,0,0,67,0,0,0,0,0,0,0,63,0,0,38,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Andre Onana,0,False,8.1,7 + 1,90,True,0,0,,0,0,0,68,0,0,0,0,0,0,0,29,0,0,33,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Diogo Dalot,1,False,7.6,6,90,False,0,0,,0,0,1,89,1,0.01,0,0.04,0.05,0,0,65,0,6,50,0,0.01,50,1,0,3,8,0,2,1,100,0,0,0,0,0,0,50
Defender,CB,Harry Maguire,1,False,7.7,6,90,False,0,0,,0,0,0,91,1,0,0,0.02,0.02,0,0,99,2,18,69,0,0,0,3,2,9,9,0,4,4,25,75,1,3,0,0,0,0
